id,logka_SAEM,logV1_SAEM,logQ_SAEM,logV2_SAEM,logVm_SAEM,logKm_SAEM,logka_mean,logV1_mean,logQ_mean,logV2_mean,logVm_mean,logKm_mean,logka_mode,logV1_mode,logQ_mode,logV2_mode,logVm_mode,logKm_mode,logka_sd,logV1_sd,logQ_sd,logV2_sd,logVm_sd,logKm_sd
110,-0.0828941,3.97929,1.56054,3.76493,6.97698,5.61417,-0.11337,3.96378,1.62658,3.72997,6.99301,5.62358,-0.129446,3.96619,1.70603,3.71096,7.02377,5.58989,0.169397,0.120873,0.411589,0.201686,0.139134,0.365744
111,0.306208,4.46917,1.4354,4.19115,7.04382,5.63225,0.267898,4.4539,1.49177,4.18642,7.03806,5.6133,0.251294,4.46047,1.50967,4.17746,7.04547,5.59129,0.174342,0.102565,0.358726,0.228407,0.153083,0.198799
112,0.419349,3.77375,1.19714,4.17244,6.90372,6.09553,0.394925,3.75732,1.26096,4.13302,6.85928,6.00391,0.387571,3.76815,1.23999,4.14212,6.89472,6.02363,0.191682,0.109951,0.200651,0.212587,0.173217,0.255641
113,-0.352338,4.58835,1.47888,3.91656,6.96619,5.87439,-0.306486,4.62974,1.44665,3.85427,6.93359,5.87467,-0.334601,4.62143,1.43774,3.88607,6.9311,5.78919,0.168964,0.102181,0.402134,0.244215,0.165154,0.355671
114,0.187719,4.17847,1.47268,3.98534,6.75258,6.19938,0.190155,4.17937,1.48115,3.96478,6.81053,6.26313,0.190742,4.1939,1.45192,3.9697,6.83795,6.2557,0.181093,0.115646,0.325401,0.216693,0.184543,0.229705
115,0.196477,4.46163,1.36962,4.11302,7.16522,5.06489,0.179888,4.44711,1.34679,4.14029,7.19163,5.11118,0.182958,4.46536,1.3188,4.09506,7.1804,5.07741,0.182778,0.108497,0.342136,0.188008,0.149675,0.182856
116,-0.367735,4.36222,1.29949,3.92604,6.82206,5.98766,-0.383739,4.34769,1.33706,3.8668,6.85069,5.92096,-0.408197,4.35017,1.3116,3.88774,6.86441,5.91699,0.166991,0.10612,0.396221,0.235092,0.158372,0.368654
117,0.189782,3.95992,1.17038,3.98901,6.94189,5.45595,0.0733568,3.88982,1.28139,3.99354,7.0688,5.61582,0.0703693,3.89051,1.31108,3.95883,7.03346,5.53086,0.179418,0.116997,0.285992,0.1936,0.141402,0.192653
118,-0.0569495,4.51731,1.47047,4.23143,7.03572,5.67032,-0.082342,4.49208,1.54905,4.22571,7.06699,5.70555,-0.0705023,4.51422,1.51278,4.19463,7.03475,5.62426,0.19498,0.120329,0.331761,0.241988,0.154723,0.209817
119,0.193231,4.23728,1.58394,3.74806,7.12291,4.95517,0.237511,4.24455,1.60235,3.71296,7.23493,5.17634,0.205241,4.24237,1.6837,3.71107,7.17551,5.02981,0.17602,0.108613,0.388787,0.190416,0.109732,0.202763
120,0.20606,3.76174,1.05871,4.09123,6.85627,6.02623,0.286246,3.82151,1.03428,3.99642,6.89337,6.0435,0.314638,3.85746,0.90301,4.0247,6.87452,5.98661,0.17283,0.100485,0.311474,0.238898,0.152981,0.262286
